"Data";"Hora";"Moeda";"Categoria";"Quantidade";"Saldo"
"05/12/2019";"10:31:46";"XRP";"Compra";"XRP 1.670,315539";"XRP 2.853,777863"
"05/12/2019";"10:31:46";"Real Brasileiro";"Compra";"-R$ 1.553,39";"R$ 1.300,00"
"05/12/2019";"10:31:46";"XRP";"Taxa sobre compra - Executora";"-XRP 0,788207";"XRP 1.183,462325"
"05/12/2019";"10:31:46";"XRP";"Compra";"XRP 157,641451";"XRP 1.184,250532"
"05/12/2019";"10:31:46";"Real Brasileiro";"Compra";"-R$ 146,61";"R$ 2.853,39"
"05/12/2019";"10:25:19";"Real Brasileiro";"Depósito bancário";"R$ 3.000,00";"R$ 3.000,00"
"27/11/2019";"21:42:37";"XRP";"Taxa sobre compra - Executada";"-XRP 0,580869";"XRP 1.026,609081"
"27/11/2019";"21:42:37";"XRP";"Compra";"XRP 232,347791";"XRP 1.027,189951"
"27/11/2019";"21:42:37";"Real Brasileiro";"Compra";"-R$ 225,38";"R$ 0,00"
"27/11/2019";"19:56:01";"XRP";"Taxa sobre compra - Executada";"-XRP 0,124383";"XRP 794,842160"
"27/11/2019";"19:56:01";"XRP";"Compra";"XRP 49,753141";"XRP 794,966543"
"27/11/2019";"19:56:01";"Real Brasileiro";"Compra";"-R$ 48,26";"R$ 225,38"
"27/11/2019";"19:02:40";"XRP";"Taxa sobre compra - Executada";"-XRP 0,140890";"XRP 745,213402"
"27/11/2019";"19:02:40";"XRP";"Compra";"XRP 56,355932";"XRP 745,354292"
"27/11/2019";"19:02:40";"Real Brasileiro";"Compra";"-R$ 54,67";"R$ 273,64"
"27/11/2019";"19:01:50";"XRP";"Taxa sobre compra - Executora";"-XRP 3,462303";"XRP 688,998360"
"27/11/2019";"19:01:50";"XRP";"Compra";"XRP 692,460662";"XRP 692,460663"
"27/11/2019";"19:01:50";"Real Brasileiro";"Compra";"-R$ 671,69";"R$ 328,31"
"27/11/2019";"18:09:15";"Real Brasileiro";"Depósito bancário";"R$ 1.000,00";"R$ 1.000,00"
"25/11/2019";"21:29:52";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00020391";"BTC 0,08080050"
"25/11/2019";"21:29:52";"Bitcoin";"Compra";"BTC 0,04078264";"BTC 0,08100441"
"25/11/2019";"21:29:52";"Real Brasileiro";"Compra";"-R$ 1.250,00";"R$ 0,00"
"25/11/2019";"14:38:25";"Bitcoin";"Taxa sobre compra - Executada";"-BTC 0,00002286";"BTC 0,04022177"
"25/11/2019";"14:38:25";"Bitcoin";"Compra";"BTC 0,00914383";"BTC 0,04024463"
"25/11/2019";"14:38:25";"Real Brasileiro";"Compra";"-R$ 283,46";"R$ 1.250,00"
"25/11/2019";"14:38:21";"Bitcoin";"Taxa sobre compra - Executada";"-BTC 0,00002795";"BTC 0,03110080"
"25/11/2019";"14:38:21";"Bitcoin";"Compra";"BTC 0,01117875";"BTC 0,03112875"
"25/11/2019";"14:38:21";"Real Brasileiro";"Compra";"-R$ 346,54";"R$ 1.533,46"
"25/11/2019";"14:38:12";"Bitcoin";"Taxa sobre compra - Executada";"-BTC 0,00005000";"BTC 0,01995000"
"25/11/2019";"14:38:12";"Bitcoin";"Compra";"BTC 0,02000000";"BTC 0,02000000"
"25/11/2019";"14:38:12";"Real Brasileiro";"Compra";"-R$ 620,00";"R$ 1.880,00"
"25/11/2019";"13:15:25";"Real Brasileiro";"Depósito bancário";"R$ 2.500,00";"R$ 2.500,00"
"17/11/2019";"22:11:49";"Bitcoin";"Retirada para carteira externa";"-BTC 0,05069294";"BTC 0,00000000"
"17/11/2019";"22:11:49";"Bitcoin";"Taxa de mineração, baixa prioridade";"-BTC 0,00011968";"BTC 0,05069294"
"16/11/2019";"17:16:13";"XRP";"Retirada para carteira externa";"-XRP 2.570,406666";"XRP 0,000001"
"16/11/2019";"17:16:13";"XRP";"Taxa de mineração, alta prioridade";"-XRP 0,010000";"XRP 2.570,406667"
"31/10/2019";"10:54:05";"Bitcoin";"Taxa sobre compra - Executada";"-BTC 0,00012735";"BTC 0,05081262"
"31/10/2019";"10:54:05";"Bitcoin";"Compra";"BTC 0,05093997";"BTC 0,05093997"
"31/10/2019";"10:54:05";"Real Brasileiro";"Compra";"-R$ 1.900,01";"R$ 0,00"
"29/10/2019";"18:09:52";"XRP";"Taxa sobre compra - Executora";"-XRP 0,005848";"XRP 2.570,416667"
"29/10/2019";"18:09:52";"XRP";"Compra";"XRP 1,169575";"XRP 2.570,422515"
"29/10/2019";"18:09:52";"Real Brasileiro";"Compra";"-R$ 1,40";"R$ 1.900,01"
"29/10/2019";"18:09:52";"XRP";"Taxa sobre compra - Executora";"-XRP 1,570638";"XRP 2.569,252940"
"29/10/2019";"18:09:52";"XRP";"Compra";"XRP 314,127500";"XRP 2.570,823577"
"29/10/2019";"18:09:52";"Real Brasileiro";"Compra";"-R$ 376,95";"R$ 1.901,41"
"29/10/2019";"18:09:52";"XRP";"Taxa sobre compra - Executora";"-XRP 2,241008";"XRP 2.256,696077"
"29/10/2019";"18:09:52";"XRP";"Compra";"XRP 448,201612";"XRP 2.258,937085"
"29/10/2019";"18:09:52";"Real Brasileiro";"Compra";"-R$ 537,84";"R$ 2.278,36"
"29/10/2019";"18:09:52";"XRP";"Taxa sobre compra - Executora";"-XRP 0,419984";"XRP 1.810,735473"
"29/10/2019";"18:09:52";"XRP";"Compra";"XRP 83,996710";"XRP 1.811,155457"
"29/10/2019";"18:09:52";"Real Brasileiro";"Compra";"-R$ 100,80";"R$ 2.816,20"
"29/10/2019";"18:09:52";"XRP";"Taxa sobre compra - Executora";"-XRP 0,511538";"XRP 1.727,158747"
"29/10/2019";"18:09:52";"XRP";"Compra";"XRP 102,307693";"XRP 1.727,670285"
"29/10/2019";"18:09:52";"Real Brasileiro";"Compra";"-R$ 122,77";"R$ 2.917,00"
"29/10/2019";"18:09:52";"XRP";"Taxa sobre compra - Executora";"-XRP 1,567814";"XRP 1.625,362592"
"29/10/2019";"18:09:52";"XRP";"Compra";"XRP 313,562813";"XRP 1.626,930407"
"29/10/2019";"18:09:52";"Real Brasileiro";"Compra";"-R$ 376,28";"R$ 3.039,77"
"29/10/2019";"18:09:52";"XRP";"Taxa sobre compra - Executora";"-XRP 0,497502";"XRP 1.313,367594"
"29/10/2019";"18:09:52";"XRP";"Compra";"XRP 99,500400";"XRP 1.313,865096"
"29/10/2019";"18:09:52";"Real Brasileiro";"Compra";"-R$ 119,40";"R$ 3.416,05"
"29/10/2019";"18:09:52";"XRP";"Taxa sobre compra - Executora";"-XRP 0,979340";"XRP 1.214,364696"
"29/10/2019";"18:09:52";"XRP";"Compra";"XRP 195,868076";"XRP 1.215,344036"
"29/10/2019";"18:09:52";"Real Brasileiro";"Compra";"-R$ 235,04";"R$ 3.535,45"
"29/10/2019";"18:09:52";"XRP";"Taxa sobre compra - Executora";"-XRP 0,213184";"XRP 1.019,475960"
"29/10/2019";"18:09:52";"XRP";"Compra";"XRP 42,636731";"XRP 1.019,689144"
"29/10/2019";"18:09:52";"Real Brasileiro";"Compra";"-R$ 51,16";"R$ 3.770,49"
"29/10/2019";"18:09:52";"XRP";"Taxa sobre compra - Executora";"-XRP 0,250000";"XRP 977,052413"
"29/10/2019";"18:09:52";"XRP";"Compra";"XRP 50,000000";"XRP 977,302413"
"29/10/2019";"18:09:52";"Real Brasileiro";"Compra";"-R$ 60,00";"R$ 3.821,65"
"29/10/2019";"18:09:52";"XRP";"Taxa sobre compra - Executora";"-XRP 0,223875";"XRP 927,302413"
"29/10/2019";"18:09:52";"XRP";"Compra";"XRP 44,775000";"XRP 927,526288"
"29/10/2019";"18:09:52";"Real Brasileiro";"Compra";"-R$ 53,73";"R$ 3.881,65"
"29/10/2019";"18:09:52";"XRP";"Taxa sobre compra - Executora";"-XRP 0,940726";"XRP 882,751288"
"29/10/2019";"18:09:52";"XRP";"Compra";"XRP 188,145125";"XRP 883,692013"
"29/10/2019";"18:09:52";"Real Brasileiro";"Compra";"-R$ 225,77";"R$ 3.935,38"
"29/10/2019";"18:09:52";"XRP";"Taxa sobre compra - Executora";"-XRP 0,213184";"XRP 695,546888"
"29/10/2019";"18:09:52";"XRP";"Compra";"XRP 42,636731";"XRP 695,760072"
"29/10/2019";"18:09:52";"Real Brasileiro";"Compra";"-R$ 51,16";"R$ 4.161,15"
"29/10/2019";"18:09:52";"XRP";"Taxa sobre compra - Executora";"-XRP 0,845000";"XRP 653,123341"
"29/10/2019";"18:09:52";"XRP";"Compra";"XRP 169,000000";"XRP 653,968341"
"29/10/2019";"18:09:52";"Real Brasileiro";"Compra";"-R$ 202,80";"R$ 4.212,31"
"29/10/2019";"18:09:52";"XRP";"Taxa sobre compra - Executora";"-XRP 0,421610";"XRP 484,968341"
"29/10/2019";"18:09:52";"XRP";"Compra";"XRP 84,322034";"XRP 485,389951"
"29/10/2019";"18:09:52";"Real Brasileiro";"Compra";"-R$ 101,19";"R$ 4.415,11"
"29/10/2019";"18:09:52";"XRP";"Taxa sobre compra - Executora";"-XRP 0,202500";"XRP 401,067917"
"29/10/2019";"18:09:52";"XRP";"Compra";"XRP 40,500000";"XRP 401,270417"
"29/10/2019";"18:09:52";"Real Brasileiro";"Compra";"-R$ 48,60";"R$ 4.516,30"
"29/10/2019";"18:09:52";"XRP";"Taxa sobre compra - Executora";"-XRP 1,812917";"XRP 360,770417"
"29/10/2019";"18:09:52";"XRP";"Compra";"XRP 362,583333";"XRP 362,583334"
"29/10/2019";"18:09:52";"Real Brasileiro";"Compra";"-R$ 435,10";"R$ 4.564,90"
"29/10/2019";"18:05:14";"Real Brasileiro";"Depósito bancário";"R$ 5.000,00";"R$ 5.000,00"
"07/10/2019";"20:42:42";"Ethereum";"Retirada para carteira externa";"-ETH 1,36859204";"ETH 0,00000000"
"07/10/2019";"20:42:42";"Ethereum";"Taxa de mineração, baixa prioridade";"-ETH 0,00004620";"ETH 1,36859204"
"07/10/2019";"20:38:51";"XRP";"Retirada para carteira externa";"-XRP 1.761,051947";"XRP 0,000000"
"07/10/2019";"20:38:51";"XRP";"Taxa de mineração, alta prioridade";"-XRP 0,010000";"XRP 1.761,051947"
"07/10/2019";"09:54:20";"XRP";"Taxa sobre compra - Executora";"-XRP 1,973265";"XRP 1.761,061947"
"07/10/2019";"09:54:20";"XRP";"Compra";"XRP 394,653051";"XRP 1.763,035213"
"07/10/2019";"09:54:20";"Real Brasileiro";"Compra";"-R$ 445,96";"R$ 0,00"
"07/10/2019";"09:54:20";"XRP";"Taxa sobre compra - Executora";"-XRP 3,432620";"XRP 1.368,382161"
"07/10/2019";"09:54:20";"XRP";"Compra";"XRP 686,523940";"XRP 1.371,814781"
"07/10/2019";"09:54:20";"Real Brasileiro";"Compra";"-R$ 775,77";"R$ 445,96"
"07/10/2019";"09:54:20";"XRP";"Taxa sobre compra - Executora";"-XRP 3,443673";"XRP 685,290841"
"07/10/2019";"09:54:20";"XRP";"Compra";"XRP 688,734513";"XRP 688,734514"
"07/10/2019";"09:54:20";"Real Brasileiro";"Compra";"-R$ 778,27";"R$ 1.221,73"
"07/10/2019";"09:49:37";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00687758";"ETH 1,36863824"
"07/10/2019";"09:49:37";"Ethereum";"Compra";"ETH 1,37551582";"ETH 1,37551582"
"07/10/2019";"09:49:37";"Real Brasileiro";"Compra";"-R$ 1.000,00";"R$ 2.000,00"
"07/10/2019";"09:47:02";"Real Brasileiro";"Depósito bancário";"R$ 3.000,00";"R$ 3.000,00"
"04/10/2019";"17:22:49";"Ethereum";"Retirada para carteira externa";"-ETH 0,58469518";"ETH 0,00000000"
"04/10/2019";"17:22:49";"Ethereum";"Taxa de mineração, baixa prioridade";"-ETH 0,00004620";"ETH 0,58469518"
"04/10/2019";"17:14:16";"XRP";"Retirada para carteira externa";"-XRP 1.484,921491";"XRP 0,000000"
"04/10/2019";"17:14:16";"XRP";"Taxa de mineração, alta prioridade";"-XRP 0,010000";"XRP 1.484,921491"
"04/10/2019";"17:02:48";"Ethereum";"Taxa sobre compra - Executada";"-ETH 0,00137898";"ETH 0,58474138"
"04/10/2019";"17:02:48";"Ethereum";"Compra";"ETH 0,55159180";"ETH 0,58612036"
"04/10/2019";"17:02:48";"Real Brasileiro";"Compra";"-R$ 399,90";"R$ 0,00"
"04/10/2019";"16:58:28";"XRP";"Taxa sobre compra - Executora";"-XRP 0,208561";"XRP 1.484,931491"
"04/10/2019";"16:58:28";"XRP";"Compra";"XRP 41,712264";"XRP 1.485,140053"
"04/10/2019";"16:58:28";"Real Brasileiro";"Compra";"-R$ 43,80";"R$ 399,90"
"04/10/2019";"16:58:28";"XRP";"Taxa sobre compra - Executora";"-XRP 0,191872";"XRP 1.443,427789"
"04/10/2019";"16:58:28";"XRP";"Compra";"XRP 38,374411";"XRP 1.443,619661"
"04/10/2019";"16:58:28";"Real Brasileiro";"Compra";"-R$ 40,29";"R$ 443,70"
"04/10/2019";"16:58:28";"XRP";"Taxa sobre compra - Executora";"-XRP 0,201679";"XRP 1.405,245250"
"04/10/2019";"16:58:28";"XRP";"Compra";"XRP 40,335801";"XRP 1.405,446929"
"04/10/2019";"16:58:28";"Real Brasileiro";"Compra";"-R$ 42,35";"R$ 483,99"
"04/10/2019";"16:58:28";"XRP";"Taxa sobre compra - Executora";"-XRP 1,421697";"XRP 1.365,111128"
"04/10/2019";"16:58:28";"XRP";"Compra";"XRP 284,339429";"XRP 1.366,532825"
"04/10/2019";"16:58:28";"Real Brasileiro";"Compra";"-R$ 298,56";"R$ 526,34"
"04/10/2019";"16:13:58";"Ethereum";"Taxa sobre compra - Executada";"-ETH 0,00008654";"ETH 0,03452856"
"04/10/2019";"16:13:58";"Ethereum";"Compra";"ETH 0,03461510";"ETH 0,03461510"
"04/10/2019";"16:13:58";"Real Brasileiro";"Compra";"-R$ 25,10";"R$ 824,90"
"25/09/2019";"11:56:10";"XRP";"Taxa sobre compra - Executada";"-XRP 2,493489";"XRP 1.082,193396"
"25/09/2019";"11:56:10";"XRP";"Compra";"XRP 997,395660";"XRP 1.084,686885"
"25/09/2019";"11:56:10";"Real Brasileiro";"Compra";"-R$ 1.057,24";"R$ 850,00"
"25/09/2019";"11:54:20";"XRP";"Taxa sobre compra - Executada";"-XRP 0,218775";"XRP 87,291225"
"25/09/2019";"11:54:20";"XRP";"Compra";"XRP 87,510000";"XRP 87,510000"
"25/09/2019";"11:54:20";"Real Brasileiro";"Compra";"-R$ 92,76";"R$ 1.907,24"
"25/09/2019";"11:45:21";"Real Brasileiro";"Depósito bancário";"R$ 2.000,00";"R$ 2.000,00"
"28/07/2019";"20:43:52";"Bitcoin";"Retirada para carteira externa";"-BTC 0,07919766";"BTC 0,00000000"
"28/07/2019";"20:43:52";"Bitcoin";"Taxa de mineração, baixa prioridade";"-BTC 0,00014960";"BTC 0,07919766"
"27/07/2019";"22:14:08";"Bitcoin";"Taxa sobre compra - Executada";"-BTC 0,00002452";"BTC 0,07934726"
"27/07/2019";"22:14:08";"Bitcoin";"Compra";"BTC 0,00980663";"BTC 0,07937178"
"27/07/2019";"22:14:08";"Real Brasileiro";"Compra";"-R$ 355,00";"R$ 0,00"
"25/07/2019";"23:24:27";"Bitcoin";"Taxa sobre compra - Executada";"-BTC 0,00007425";"BTC 0,06956515"
"25/07/2019";"23:24:27";"Bitcoin";"Compra";"BTC 0,02970121";"BTC 0,06963940"
"25/07/2019";"23:24:27";"Real Brasileiro";"Compra";"-R$ 1.102,51";"R$ 355,00"
"25/07/2019";"23:23:42";"Bitcoin";"Taxa sobre compra - Executada";"-BTC 0,00000286";"BTC 0,03993819"
"25/07/2019";"23:23:42";"Bitcoin";"Compra";"BTC 0,00114459";"BTC 0,03994105"
"25/07/2019";"23:23:42";"Real Brasileiro";"Compra";"-R$ 42,49";"R$ 1.457,51"
"23/07/2019";"19:25:35";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00007065";"BTC 0,03879646"
"23/07/2019";"19:25:35";"Bitcoin";"Compra";"BTC 0,01413034";"BTC 0,03886711"
"23/07/2019";"19:25:35";"Real Brasileiro";"Compra";"-R$ 543,59";"R$ 1.500,00"
"23/07/2019";"19:25:35";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00012431";"BTC 0,02473677"
"23/07/2019";"19:25:35";"Bitcoin";"Compra";"BTC 0,02486108";"BTC 0,02486108"
"23/07/2019";"19:25:35";"Real Brasileiro";"Compra";"-R$ 956,41";"R$ 2.043,59"
"23/07/2019";"17:52:52";"Real Brasileiro";"Depósito bancário";"R$ 3.000,00";"R$ 3.000,00"
"09/07/2019";"17:31:16";"Bitcoin";"Retirada para carteira externa";"-BTC 0,04208573";"BTC 0,00000000"
"09/07/2019";"17:31:16";"Bitcoin";"Taxa de mineração, baixa prioridade";"-BTC 0,00012000";"BTC 0,04208573"
"09/07/2019";"17:26:09";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00021209";"BTC 0,04220573"
"09/07/2019";"17:26:09";"Bitcoin";"Compra";"BTC 0,04241782";"BTC 0,04241782"
"09/07/2019";"17:26:09";"Real Brasileiro";"Compra";"-R$ 2.000,00";"R$ 0,00"
"09/07/2019";"17:23:09";"Real Brasileiro";"Depósito bancário";"R$ 2.000,00";"R$ 2.000,00"
"28/06/2019";"09:37:39";"Bitcoin";"Retirada para carteira externa";"-BTC 0,04317662";"BTC 0,00000000"
"28/06/2019";"09:37:39";"Bitcoin";"Taxa de mineração, baixa prioridade";"-BTC 0,00040018";"BTC 0,04317662"
"28/06/2019";"09:35:21";"Bitcoin";"Taxa sobre compra - Executada";"-BTC 0,00002213";"BTC 0,04357680"
"28/06/2019";"09:35:21";"Bitcoin";"Compra";"BTC 0,00885016";"BTC 0,04359893"
"28/06/2019";"09:35:21";"Real Brasileiro";"Compra";"-R$ 406,47";"R$ 0,00"
"28/06/2019";"09:28:02";"Bitcoin";"Taxa sobre compra - Executada";"-BTC 0,00008375";"BTC 0,03474877"
"28/06/2019";"09:28:02";"Bitcoin";"Compra";"BTC 0,03349912";"BTC 0,03483252"
"28/06/2019";"09:28:02";"Real Brasileiro";"Compra";"-R$ 1.532,58";"R$ 406,47"
"28/06/2019";"09:28:00";"Bitcoin";"Taxa sobre compra - Executada";"-BTC 0,00000334";"BTC 0,00133340"
"28/06/2019";"09:28:00";"Bitcoin";"Compra";"BTC 0,00133674";"BTC 0,00133674"
"28/06/2019";"09:28:00";"Real Brasileiro";"Compra";"-R$ 61,16";"R$ 1.939,05"
"28/06/2019";"09:14:17";"Real Brasileiro";"Depósito bancário";"R$ 2.000,00";"R$ 2.000,21"
"27/06/2019";"12:53:15";"Bitcoin";"Retirada para carteira externa";"-BTC 0,02132719";"BTC 0,00000000"
"27/06/2019";"12:53:15";"Bitcoin";"Taxa de mineração, baixa prioridade";"-BTC 0,00037400";"BTC 0,02132719"
"27/06/2019";"12:50:30";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00000549";"BTC 0,02170119"
"27/06/2019";"12:50:30";"Bitcoin";"Compra";"BTC 0,00109820";"BTC 0,02170668"
"27/06/2019";"12:50:30";"Real Brasileiro";"Compra";"-R$ 50,35";"R$ 0,21"
"27/06/2019";"12:50:30";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00010356";"BTC 0,02060848"
"27/06/2019";"12:50:30";"Bitcoin";"Compra";"BTC 0,02071204";"BTC 0,02071204"
"27/06/2019";"12:50:30";"Real Brasileiro";"Compra";"-R$ 949,44";"R$ 50,56"
"27/06/2019";"11:10:03";"Real Brasileiro";"Depósito bancário";"R$ 1.000,00";"R$ 1.000,00"
"24/05/2019";"10:09:19";"Bitcoin";"Retirada para carteira externa";"-BTC 0,15288026";"BTC 0,00000000"
"24/05/2019";"10:09:19";"Bitcoin";"Taxa de mineração, baixa prioridade";"-BTC 0,00043362";"BTC 0,15288026"
"24/05/2019";"10:04:44";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00077042";"BTC 0,15331388"
"24/05/2019";"10:04:44";"Bitcoin";"Compra";"BTC 0,15408430";"BTC 0,15408430"
"24/05/2019";"10:04:44";"Real Brasileiro";"Compra";"-R$ 5.000,02";"R$ 0,00"
"24/05/2019";"10:03:34";"Real Brasileiro";"Depósito bancário";"R$ 5.000,00";"R$ 5.000,02"
"15/05/2019";"09:46:39";"Bitcoin";"Retirada para carteira externa";"-BTC 0,17130544";"BTC 0,00000000"
"15/05/2019";"09:46:39";"Bitcoin";"Taxa de mineração, baixa prioridade";"-BTC 0,00028908";"BTC 0,17130544"
"13/05/2019";"12:04:34";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00035890";"BTC 0,17159452"
"13/05/2019";"12:04:34";"Bitcoin";"Compra";"BTC 0,07178009";"BTC 0,17195342"
"13/05/2019";"12:04:34";"Real Brasileiro";"Compra";"-R$ 2.152,68";"R$ 0,02"
"13/05/2019";"12:04:34";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00006624";"BTC 0,10017333"
"13/05/2019";"12:04:34";"Bitcoin";"Compra";"BTC 0,01324825";"BTC 0,10023957"
"13/05/2019";"12:04:34";"Real Brasileiro";"Compra";"-R$ 397,30";"R$ 2.152,70"
"13/05/2019";"11:53:21";"Real Brasileiro";"Depósito bancário";"R$ 2.550,00";"R$ 2.550,00"
"10/05/2019";"14:17:50";"Bitcoin";"Taxa sobre compra - Executada";"-BTC 0,00021802";"BTC 0,08699132"
"10/05/2019";"14:17:50";"Bitcoin";"Compra";"BTC 0,08720934";"BTC 0,08720934"
"10/05/2019";"14:17:50";"Real Brasileiro";"Compra";"-R$ 2.250,00";"R$ 0,00"
"10/05/2019";"13:56:21";"Real Brasileiro";"Depósito bancário";"R$ 2.250,00";"R$ 2.250,00"
"26/04/2019";"00:33:20";"Bitcoin";"Retirada para carteira externa";"-BTC 0,11211175";"BTC 0,00000000"
"26/04/2019";"00:33:20";"Bitcoin";"Taxa de mineração, baixa prioridade";"-BTC 0,00019710";"BTC 0,11211175"
"25/04/2019";"15:58:35";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00056437";"BTC 0,11230885"
"25/04/2019";"15:58:35";"Bitcoin";"Compra";"BTC 0,11287322";"BTC 0,11287322"
"25/04/2019";"15:58:35";"Real Brasileiro";"Compra";"-R$ 2.505,22";"R$ 0,00"
"25/04/2019";"15:54:00";"Real Brasileiro";"Depósito bancário";"R$ 2.500,00";"R$ 2.505,22"
"10/04/2019";"17:01:14";"Bitcoin";"Retirada para carteira externa";"-BTC 0,24988889";"BTC 0,00000000"
"10/04/2019";"17:01:14";"Bitcoin";"Taxa de mineração, baixa prioridade";"-BTC 0,00049056";"BTC 0,24988889"
"06/04/2019";"12:55:40";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00031794";"BTC 0,25037945"
"06/04/2019";"12:55:40";"Bitcoin";"Compra";"BTC 0,06358805";"BTC 0,25069739"
"06/04/2019";"12:55:40";"Real Brasileiro";"Compra";"-R$ 1.262,22";"R$ 5,22"
"06/04/2019";"12:55:40";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00001535";"BTC 0,18710934"
"06/04/2019";"12:55:40";"Bitcoin";"Compra";"BTC 0,00307029";"BTC 0,18712469"
"06/04/2019";"12:55:40";"Real Brasileiro";"Compra";"-R$ 60,95";"R$ 1.267,44"
"06/04/2019";"12:55:40";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00092490";"BTC 0,18405440"
"06/04/2019";"12:55:40";"Bitcoin";"Compra";"BTC 0,18497930";"BTC 0,18497930"
"06/04/2019";"12:55:40";"Real Brasileiro";"Compra";"-R$ 3.671,65";"R$ 1.328,39"
"05/04/2019";"17:32:45";"Real Brasileiro";"Depósito bancário";"R$ 5.000,00";"R$ 5.000,04"
