"Data";"Hora";"Moeda";"Categoria";"Quantidade";"Saldo"
"06/06/2022";"11:48:45";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00006344";"BTC 0,05496844"
"06/06/2022";"11:48:45";"Bitcoin";"Compra";"BTC 0,01268823";"BTC 0,05503188"
"06/06/2022";"11:48:45";"Real Brasileiro";"Compra";"-R$ 989,03";"R$ 0,01"
"06/06/2022";"11:48:45";"Real Brasileiro";"Compra";"-R$ 1.521,99";"R$ 989,04"
"06/06/2022";"11:48:45";"Real Brasileiro";"Compra";"-R$ 1.059,11";"R$ 2.511,03"
"06/06/2022";"11:48:45";"Real Brasileiro";"Compra";"-R$ 1.929,87";"R$ 3.570,14"
"06/06/2022";"11:47:34";"Real Brasileiro";"Depósito bancário";"R$ 5.500,00";"R$ 5.500,01"
"03/06/2022";"14:55:52";"cReal";"Depósito de carteira externa";"CREAL 40,35000000";"CREAL 40,35000000"
"23/05/2022";"18:28:39";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00000246";"BTC 0,04234365"
"23/05/2022";"18:28:39";"Bitcoin";"Compra";"BTC 0,00049259";"BTC 0,04234611"
"23/05/2022";"18:28:39";"Real Brasileiro";"Compra";"-R$ 70,43";"R$ 0,01"
"23/05/2022";"18:27:23";"Real Brasileiro";"Venda";"R$ 70,44";"R$ 70,44"
"23/05/2022";"18:27:23";"cReal";"Venda";"-CREAL 74,00000000";"CREAL 0,00000000"
"23/05/2022";"18:23:39";"Bitcoin";"Taxa sobre compra - Executada";"-BTC 0,00010489";"BTC 0,04185352"
"23/05/2022";"18:23:39";"Bitcoin";"Compra";"BTC 0,04195841";"BTC 0,04195841"
"23/05/2022";"18:23:39";"Real Brasileiro";"Compra";"-R$ 6.000,01";"R$ 0,00"
"23/05/2022";"18:22:39";"Real Brasileiro";"Depósito bancário";"R$ 6.000,00";"R$ 6.000,01"
"06/05/2022";"09:04:48";"Bitcoin";"Retirada para carteira externa";"-BTC 0,10089126";"BTC 0,00000000"
"06/05/2022";"09:04:48";"Bitcoin";"Taxa de mineração, prioridade normal";"-BTC 0,00012155";"BTC 0,10089126"
"06/05/2022";"07:33:25";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00013462";"BTC 0,10101281"
"06/05/2022";"07:33:25";"Bitcoin";"Compra";"BTC 0,02692529";"BTC 0,10114743"
"06/05/2022";"07:33:25";"Real Brasileiro";"Compra";"-R$ 4.999,99";"R$ 0,01"
"06/05/2022";"07:32:35";"Real Brasileiro";"Depósito bancário";"R$ 5.000,00";"R$ 5.000,00"
"02/05/2022";"13:19:29";"cReal";"Depósito de carteira externa";"CREAL 74,00000000";"CREAL 74,00000000"
"28/04/2022";"07:54:48";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00008718";"BTC 0,07422214"
"28/04/2022";"07:54:48";"Bitcoin";"Compra";"BTC 0,01743732";"BTC 0,07430932"
"28/04/2022";"07:54:48";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00002500";"BTC 0,05687200"
"28/04/2022";"07:54:48";"Bitcoin";"Compra";"BTC 0,00500000";"BTC 0,05689700"
"28/04/2022";"07:54:48";"Real Brasileiro";"Compra";"-R$ 3.451,56";"R$ 0,00"
"28/04/2022";"07:54:48";"Real Brasileiro";"Compra";"-R$ 988,50";"R$ 3.451,56"
"28/04/2022";"07:52:35";"Real Brasileiro";"Depósito bancário";"R$ 4.440,00";"R$ 4.440,06"
"12/04/2022";"06:54:20";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00012959";"BTC 0,05189700"
"12/04/2022";"06:54:20";"Bitcoin";"Compra";"BTC 0,02591888";"BTC 0,05202659"
"12/04/2022";"06:54:20";"Real Brasileiro";"Compra";"-R$ 4.999,95";"R$ 0,06"
"12/04/2022";"06:52:40";"Real Brasileiro";"Depósito bancário";"R$ 5.000,00";"R$ 5.000,01"
"10/04/2022";"10:55:03";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00000882";"BTC 0,02610771"
"10/04/2022";"10:55:03";"Bitcoin";"Compra";"BTC 0,00176503";"BTC 0,02611653"
"10/04/2022";"10:55:03";"Real Brasileiro";"Compra";"-R$ 360,62";"R$ 0,01"
"10/04/2022";"10:53:46";"Real Brasileiro";"Venda";"R$ 110,60";"R$ 360,63"
"10/04/2022";"10:53:46";"Real Brasileiro";"Venda";"R$ 250,00";"R$ 250,03"
"10/04/2022";"10:53:46";"cReal";"Venda";"-CREAL 119,31344827";"CREAL 0,00000000"
"10/04/2022";"10:53:46";"cReal";"Venda";"-CREAL 269,39655173";"CREAL 119,31344827"
"10/04/2022";"10:48:40";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00012236";"BTC 0,02435150"
"10/04/2022";"10:48:40";"Bitcoin";"Compra";"BTC 0,02447386";"BTC 0,02447386"
"10/04/2022";"10:48:40";"Real Brasileiro";"Compra";"-R$ 5.000,86";"R$ 0,03"
"10/04/2022";"10:47:35";"Real Brasileiro";"Depósito bancário";"R$ 5.000,00";"R$ 5.000,89"
"01/04/2022";"20:51:51";"cReal";"Depósito de carteira externa";"CREAL 250,00000000";"CREAL 388,71000000"
"24/03/2022";"12:47:09";"Bitcoin";"Retirada para carteira externa";"-BTC 0,11972889";"BTC 0,00000000"
"24/03/2022";"12:47:09";"Bitcoin";"Taxa de mineração, baixa prioridade";"-BTC 0,00005236";"BTC 0,11972889"
"24/03/2022";"12:44:52";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00019165";"BTC 0,11978125"
"24/03/2022";"12:44:52";"Bitcoin";"Compra";"BTC 0,03833179";"BTC 0,11997290"
"24/03/2022";"12:44:52";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00001035";"BTC 0,08164111"
"24/03/2022";"12:44:52";"Bitcoin";"Compra";"BTC 0,00207000";"BTC 0,08165146"
"24/03/2022";"12:44:52";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00003285";"BTC 0,07958146"
"24/03/2022";"12:44:52";"Bitcoin";"Compra";"BTC 0,00657000";"BTC 0,07961431"
"24/03/2022";"12:44:52";"Bitcoin";"Compra";"BTC 0,00000003";"BTC 0,07304431"
"24/03/2022";"12:44:52";"Real Brasileiro";"Compra";"-R$ 8.160,83";"R$ 0,89"
"24/03/2022";"12:44:52";"Real Brasileiro";"Compra";"-R$ 440,49";"R$ 8.161,72"
"24/03/2022";"12:44:52";"Real Brasileiro";"Compra";"-R$ 1.398,09";"R$ 8.602,21"
"24/03/2022";"12:44:52";"Real Brasileiro";"Compra";"R$ 0,00";"R$ 10.000,30"
"24/03/2022";"12:42:36";"Real Brasileiro";"Depósito bancário";"R$ 10.000,00";"R$ 10.000,30"
"21/03/2022";"11:00:49";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00036705";"BTC 0,07304428"
"21/03/2022";"11:00:49";"Bitcoin";"Compra";"BTC 0,07341133";"BTC 0,07341133"
"21/03/2022";"11:00:48";"Real Brasileiro";"Compra";"-R$ 15.253,62";"R$ 0,30"
"21/03/2022";"10:57:46";"Real Brasileiro";"Depósito bancário";"R$ 15.250,00";"R$ 15.253,92"
"15/03/2022";"16:46:55";"Bitcoin";"Retirada para carteira externa";"-BTC 0,09872765";"BTC 0,00000000"
"15/03/2022";"16:46:55";"Bitcoin";"Taxa de mineração, baixa prioridade";"-BTC 0,00003740";"BTC 0,09872765"
"15/03/2022";"16:44:49";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00005603";"BTC 0,09876505"
"15/03/2022";"16:44:49";"Bitcoin";"Compra";"BTC 0,01120630";"BTC 0,09882108"
"15/03/2022";"16:44:49";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00006607";"BTC 0,08761478"
"15/03/2022";"16:44:49";"Bitcoin";"Compra";"BTC 0,01321543";"BTC 0,08768085"
"15/03/2022";"16:44:49";"Real Brasileiro";"Compra";"-R$ 2.294,35";"R$ 3,92"
"15/03/2022";"16:44:49";"Real Brasileiro";"Compra";"-R$ 2.701,81";"R$ 2.298,27"
"15/03/2022";"16:43:35";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00012228";"BTC 0,07446542"
"15/03/2022";"16:43:35";"Bitcoin";"Compra";"BTC 0,02445670";"BTC 0,07458770"
"15/03/2022";"16:43:35";"Real Brasileiro";"Compra";"-R$ 5.000,00";"R$ 5.000,08"
"15/03/2022";"16:42:42";"Real Brasileiro";"Depósito bancário";"R$ 10.000,00";"R$ 10.000,08"
"10/03/2022";"09:35:45";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00012533";"BTC 0,05013100"
"10/03/2022";"09:35:45";"Bitcoin";"Compra";"BTC 0,02506744";"BTC 0,05025633"
"10/03/2022";"09:35:45";"Real Brasileiro";"Compra";"-R$ 4.999,97";"R$ 0,08"
"08/03/2022";"14:00:20";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00012657";"BTC 0,02518889"
"08/03/2022";"14:00:20";"Bitcoin";"Compra";"BTC 0,02531546";"BTC 0,02531546"
"08/03/2022";"14:00:20";"Real Brasileiro";"Compra";"-R$ 4.999,98";"R$ 5.000,05"
"08/03/2022";"13:57:41";"Real Brasileiro";"Depósito bancário";"R$ 10.000,00";"R$ 10.000,03"
"03/03/2022";"07:44:52";"Bitcoin";"Retirada para carteira externa";"-BTC 0,13310613";"BTC 0,00000000"
"03/03/2022";"07:44:52";"Bitcoin";"Taxa de mineração, baixa prioridade";"-BTC 0,00009724";"BTC 0,13310613"
"03/03/2022";"07:33:56";"Bitcoin";"Taxa sobre compra - Executada";"-BTC 0,00002625";"BTC 0,13320337"
"03/03/2022";"07:33:56";"Bitcoin";"Compra";"BTC 0,01050173";"BTC 0,13322962"
"03/03/2022";"07:33:56";"Real Brasileiro";"Compra";"-R$ 2.331,49";"R$ 0,03"
"03/03/2022";"07:33:54";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00001075";"BTC 0,12272789"
"03/03/2022";"07:33:54";"Bitcoin";"Compra";"BTC 0,00215000";"BTC 0,12273864"
"03/03/2022";"07:33:54";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00004935";"BTC 0,12058864"
"03/03/2022";"07:33:54";"Bitcoin";"Compra";"BTC 0,00987000";"BTC 0,12063799"
"03/03/2022";"07:33:54";"Real Brasileiro";"Compra";"-R$ 477,32";"R$ 2.331,52"
"03/03/2022";"07:33:54";"Real Brasileiro";"Compra";"-R$ 2.191,23";"R$ 2.808,84"
"02/03/2022";"21:37:58";"cReal";"Depósito de carteira externa";"CREAL 138,71000000";"CREAL 138,71000000"
"01/03/2022";"16:11:50";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00011014";"BTC 0,11076799"
"01/03/2022";"16:11:50";"Bitcoin";"Compra";"BTC 0,02202835";"BTC 0,11087813"
"01/03/2022";"16:11:50";"Real Brasileiro";"Compra";"-R$ 4.999,99";"R$ 5.000,07"
"28/02/2022";"18:52:17";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00011539";"BTC 0,08884978"
"28/02/2022";"18:52:17";"Bitcoin";"Compra";"BTC 0,02307844";"BTC 0,08896517"
"28/02/2022";"18:52:17";"Real Brasileiro";"Compra";"-R$ 4.999,95";"R$ 10.000,06"
"28/02/2022";"18:12:40";"Real Brasileiro";"Depósito bancário";"R$ 15.000,00";"R$ 15.000,01"
"17/02/2022";"06:39:28";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00011153";"BTC 0,06588673"
"17/02/2022";"06:39:28";"Bitcoin";"Compra";"BTC 0,02230635";"BTC 0,06599826"
"17/02/2022";"06:39:28";"Real Brasileiro";"Compra";"-R$ 4.999,99";"R$ 0,01"
"16/02/2022";"17:37:44";"Real Brasileiro";"Depósito bancário";"R$ 5.000,00";"R$ 5.000,00"
"13/02/2022";"09:24:19";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00011076";"BTC 0,04369191"
"13/02/2022";"09:24:19";"Bitcoin";"Compra";"BTC 0,02215331";"BTC 0,04380267"
"13/02/2022";"09:24:19";"Real Brasileiro";"Compra";"-R$ 5.000,00";"R$ 0,00"
"11/02/2022";"15:35:09";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00010879";"BTC 0,02164936"
"11/02/2022";"15:35:09";"Bitcoin";"Compra";"BTC 0,02175815";"BTC 0,02175815"
"11/02/2022";"15:35:09";"Real Brasileiro";"Compra";"-R$ 5.000,00";"R$ 5.000,00"
"11/02/2022";"15:27:42";"Real Brasileiro";"Depósito bancário";"R$ 10.000,00";"R$ 10.000,00"
"02/02/2022";"10:08:54";"Bitcoin";"Retirada para carteira externa";"-BTC 0,02418662";"BTC 0,00000000"
"02/02/2022";"10:08:54";"Bitcoin";"Taxa de mineração, baixa prioridade";"-BTC 0,00005236";"BTC 0,02418662"
"02/02/2022";"10:04:59";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00012180";"BTC 0,02423898"
"02/02/2022";"10:04:59";"Bitcoin";"Compra";"BTC 0,02436078";"BTC 0,02436078"
"02/02/2022";"10:04:59";"Real Brasileiro";"Compra";"-R$ 5.000,00";"R$ 0,00"
"02/02/2022";"10:03:05";"Real Brasileiro";"Depósito bancário";"R$ 5.000,00";"R$ 5.000,00"
"02/02/2022";"09:50:26";"Bitcoin";"Retirada para carteira externa";"-BTC 0,01324045";"BTC 0,00000000"
"02/02/2022";"09:50:26";"Bitcoin";"Taxa de mineração, baixa prioridade";"-BTC 0,00005236";"BTC 0,01324045"
"02/02/2022";"09:14:53";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00006679";"BTC 0,01329281"
"02/02/2022";"09:14:53";"Bitcoin";"Compra";"BTC 0,01335960";"BTC 0,01335960"
"02/02/2022";"09:14:53";"Real Brasileiro";"Compra";"-R$ 2.742,03";"R$ 0,00"
"02/02/2022";"09:07:52";"Real Brasileiro";"Depósito bancário";"R$ 2.742,00";"R$ 2.742,03"
"18/07/2021";"06:28:55";"Ethereum";"Retirada para carteira externa";"-ETH 0,86748790";"ETH 0,00000000"
"18/07/2021";"06:28:55";"Ethereum";"Taxa de mineração, prioridade normal";"-ETH 0,00117117";"ETH 0,86748790"
"11/01/2021";"07:52:06";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00436512";"ETH 0,86865907"
"11/01/2021";"07:52:06";"Ethereum";"Compra";"ETH 0,87302419";"ETH 0,87302419"
"11/01/2021";"07:52:06";"Real Brasileiro";"Compra";"-R$ 5.499,97";"R$ 0,03"
"11/01/2021";"07:45:10";"Real Brasileiro";"Depósito bancário";"R$ 5.500,00";"R$ 5.500,00"
"06/01/2021";"09:09:23";"Ethereum";"Retirada para carteira externa";"-ETH 0,55722527";"ETH 0,00000000"
"06/01/2021";"09:09:23";"Ethereum";"Taxa de mineração, alta prioridade";"-ETH 0,01249248";"ETH 0,55722527"
"06/01/2021";"09:05:03";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00273125";"ETH 0,56971775"
"06/01/2021";"09:05:03";"Ethereum";"Compra";"ETH 0,54625071";"ETH 0,57244900"
"06/01/2021";"09:05:03";"Real Brasileiro";"Compra";"-R$ 3.386,75";"R$ 0,00"
"06/01/2021";"09:05:03";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00013165";"ETH 0,02619829"
"06/01/2021";"09:05:03";"Ethereum";"Compra";"ETH 0,02632994";"ETH 0,02632994"
"06/01/2021";"09:05:03";"Real Brasileiro";"Compra";"-R$ 163,25";"R$ 3.386,75"
"06/01/2021";"09:01:41";"Real Brasileiro";"Depósito bancário";"R$ 3.550,00";"R$ 3.550,00"
"16/12/2020";"09:17:11";"XRP";"Retirada para carteira externa";"-XRP 2.086,541536";"XRP 0,000000"
"16/12/2020";"09:17:11";"XRP";"Taxa de mineração, alta prioridade";"-XRP 0,100000";"XRP 2.086,541536"
"16/12/2020";"09:08:20";"XRP";"Taxa sobre compra - Executora";"-XRP 5,402648";"XRP 2.086,641536"
"16/12/2020";"09:08:20";"XRP";"Compra";"XRP 1.080,529661";"XRP 2.092,044184"
"16/12/2020";"09:08:20";"Real Brasileiro";"Compra";"-R$ 2.550,05";"R$ 0,00"
"15/12/2020";"12:23:33";"XRP";"Taxa sobre compra - Executora";"-XRP 5,082988";"XRP 1.011,514523"
"15/12/2020";"12:23:33";"XRP";"Compra";"XRP 1.016,597510";"XRP 1.016,597511"
"15/12/2020";"12:23:33";"Real Brasileiro";"Compra";"-R$ 2.450,00";"R$ 2.550,05"
"15/12/2020";"12:20:54";"Real Brasileiro";"Depósito bancário";"R$ 5.000,00";"R$ 5.000,05"
"17/11/2020";"06:56:51";"Ethereum";"Retirada para carteira externa";"-ETH 4,21071102";"ETH 0,00000000"
"17/11/2020";"06:56:51";"Ethereum";"Taxa de mineração, prioridade normal";"-ETH 0,00374220";"ETH 4,21071102"
"17/11/2020";"06:51:15";"Bitcoin";"Retirada para carteira externa";"-BTC 0,07715217";"BTC 0,00000000"
"17/11/2020";"06:51:15";"Bitcoin";"Taxa de mineração, baixa prioridade";"-BTC 0,00067320";"BTC 0,07715217"
"16/11/2020";"17:03:13";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00135970";"ETH 4,21445322"
"16/11/2020";"17:03:13";"Ethereum";"Compra";"ETH 0,27194082";"ETH 4,21581292"
"16/11/2020";"17:03:13";"Real Brasileiro";"Compra";"-R$ 692,22";"R$ 0,05"
"16/11/2020";"17:03:13";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00355204";"ETH 3,94387210"
"16/11/2020";"17:03:13";"Ethereum";"Compra";"ETH 0,71040857";"ETH 3,94742414"
"16/11/2020";"17:03:13";"Real Brasileiro";"Compra";"-R$ 1.808,32";"R$ 692,27"
"13/11/2020";"16:21:03";"Real Brasileiro";"Depósito bancário";"R$ 2.500,00";"R$ 2.500,59"
"10/11/2020";"06:00:34";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00019973";"BTC 0,07782537"
"10/11/2020";"06:00:34";"Bitcoin";"Compra";"BTC 0,03994523";"BTC 0,07802510"
"10/11/2020";"06:00:34";"Real Brasileiro";"Compra";"-R$ 3.345,57";"R$ 0,59"
"10/11/2020";"06:00:34";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00000061";"BTC 0,03807987"
"10/11/2020";"06:00:34";"Bitcoin";"Compra";"BTC 0,00012114";"BTC 0,03808048"
"10/11/2020";"06:00:34";"Real Brasileiro";"Compra";"-R$ 10,13";"R$ 3.346,16"
"10/11/2020";"06:00:34";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00000060";"BTC 0,03795934"
"10/11/2020";"06:00:34";"Bitcoin";"Compra";"BTC 0,00012053";"BTC 0,03795994"
"10/11/2020";"06:00:34";"Real Brasileiro";"Compra";"-R$ 10,06";"R$ 3.356,29"
"10/11/2020";"06:00:34";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00000515";"BTC 0,03783941"
"10/11/2020";"06:00:34";"Bitcoin";"Compra";"BTC 0,00103066";"BTC 0,03784456"
"10/11/2020";"06:00:34";"Real Brasileiro";"Compra";"-R$ 86,06";"R$ 3.366,35"
"10/11/2020";"06:00:34";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00000285";"BTC 0,03681390"
"10/11/2020";"06:00:34";"Bitcoin";"Compra";"BTC 0,00057000";"BTC 0,03681675"
"10/11/2020";"06:00:34";"Real Brasileiro";"Compra";"-R$ 47,59";"R$ 3.452,41"
"09/11/2020";"16:53:26";"Real Brasileiro";"Depósito bancário";"R$ 3.500,00";"R$ 3.500,00"
"18/09/2020";"16:31:17";"Ethereum";"Retirada para carteira externa";"-ETH 0,28450619";"ETH 3,23701557"
"18/09/2020";"16:31:17";"Ethereum";"Taxa de mineração, prioridade normal";"-ETH 0,01549381";"ETH 3,52152176"
"29/08/2020";"18:04:11";"XRP";"Retirada para carteira externa";"-XRP 4.983,656747";"XRP 0,000001"
"29/08/2020";"18:04:11";"XRP";"Taxa de mineração, alta prioridade";"-XRP 0,100000";"XRP 4.983,656748"
"29/08/2020";"18:00:47";"XRP";"Retirada para carteira externa";"-XRP 20,000000";"XRP 4.983,756748"
"29/08/2020";"18:00:47";"XRP";"Taxa de mineração, alta prioridade";"-XRP 0,100000";"XRP 5.003,756748"
"29/08/2020";"16:37:04";"Ethereum";"Taxa sobre compra - Executada";"-ETH 0,00048013";"ETH 3,53701557"
"29/08/2020";"16:37:04";"Ethereum";"Compra";"ETH 0,19205176";"ETH 3,53749570"
"29/08/2020";"16:37:04";"Real Brasileiro";"Compra";"-R$ 421,55";"R$ 0,00"
"29/08/2020";"16:09:17";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00082113";"ETH 3,34544394"
"29/08/2020";"16:09:17";"Ethereum";"Compra";"ETH 0,16422615";"ETH 3,34626507"
"29/08/2020";"16:09:17";"Real Brasileiro";"Compra";"-R$ 360,48";"R$ 421,55"
"29/08/2020";"16:00:38";"XRP";"Taxa sobre compra - Executora";"-XRP 0,243314";"XRP 5.003,856748"
"29/08/2020";"16:00:38";"XRP";"Compra";"XRP 48,662816";"XRP 5.004,100062"
"29/08/2020";"16:00:38";"Real Brasileiro";"Compra";"-R$ 73,48";"R$ 782,03"
"29/08/2020";"16:00:38";"XRP";"Taxa sobre compra - Executora";"-XRP 0,478540";"XRP 4.955,437246"
"29/08/2020";"16:00:38";"XRP";"Compra";"XRP 95,708045";"XRP 4.955,915786"
"29/08/2020";"16:00:38";"Real Brasileiro";"Compra";"-R$ 144,52";"R$ 855,51"
"28/08/2020";"22:54:53";"Bitcoin";"Taxa sobre compra - Executada";"-BTC 0,00003170";"BTC 0,03624675"
"28/08/2020";"22:54:53";"Bitcoin";"Compra";"BTC 0,01267829";"BTC 0,03627845"
"28/08/2020";"22:54:53";"Real Brasileiro";"Compra";"-R$ 800,00";"R$ 1.000,03"
"28/08/2020";"22:38:32";"XRP";"Taxa sobre compra - Executora";"-XRP 0,671141";"XRP 4.860,207741"
"28/08/2020";"22:38:32";"XRP";"Compra";"XRP 134,228188";"XRP 4.860,878882"
"28/08/2020";"22:38:32";"Real Brasileiro";"Compra";"-R$ 200,00";"R$ 1.800,03"
"27/08/2020";"19:43:13";"Ethereum";"Taxa sobre compra - Executada";"-ETH 0,00058411";"ETH 3,18203892"
"27/08/2020";"19:43:13";"Ethereum";"Compra";"ETH 0,23364486";"ETH 3,18262303"
"27/08/2020";"19:43:13";"Real Brasileiro";"Compra";"-R$ 500,00";"R$ 2.000,03"
"27/08/2020";"18:09:45";"Bitcoin";"Taxa sobre compra - Executada";"-BTC 0,00005915";"BTC 0,02360016"
"27/08/2020";"18:09:45";"Bitcoin";"Compra";"BTC 0,02365931";"BTC 0,02365931"
"27/08/2020";"18:09:45";"Real Brasileiro";"Compra";"-R$ 1.500,00";"R$ 2.500,03"
"25/08/2020";"15:09:39";"XRP";"Taxa sobre compra - Executora";"-XRP 3,246753";"XRP 4.726,650694"
"25/08/2020";"15:09:39";"XRP";"Compra";"XRP 649,350649";"XRP 4.729,897447"
"25/08/2020";"15:09:39";"Real Brasileiro";"Compra";"-R$ 1.000,00";"R$ 4.000,03"
"22/08/2020";"15:50:30";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00223346";"ETH 2,94897817"
"22/08/2020";"15:50:30";"Ethereum";"Compra";"ETH 0,44669181";"ETH 2,95121163"
"22/08/2020";"15:50:30";"Real Brasileiro";"Compra";"-R$ 999,97";"R$ 5.000,03"
"22/08/2020";"15:45:55";"XRP";"Taxa sobre compra - Executora";"-XRP 7,763975";"XRP 4.080,546798"
"22/08/2020";"15:45:55";"XRP";"Compra";"XRP 1.552,795031";"XRP 4.088,310773"
"22/08/2020";"15:45:55";"Real Brasileiro";"Compra";"-R$ 2.500,00";"R$ 6.000,00"
"21/08/2020";"17:30:00";"XRP";"Taxa sobre compra - Executora";"-XRP 4,601227";"XRP 2.535,515742"
"21/08/2020";"17:30:00";"XRP";"Compra";"XRP 920,245399";"XRP 2.540,116969"
"21/08/2020";"17:30:00";"Real Brasileiro";"Compra";"-R$ 1.500,00";"R$ 8.500,00"
"21/08/2020";"16:51:46";"Real Brasileiro";"Depósito bancário";"R$ 10.000,00";"R$ 10.000,00"
"18/08/2020";"12:32:52";"Bitcoin";"Retirada para carteira externa";"-BTC 0,17864478";"BTC 0,00000000"
"18/08/2020";"12:32:52";"Bitcoin";"Taxa de mineração, alta prioridade";"-BTC 0,00033660";"BTC 0,17864478"
"18/08/2020";"10:55:07";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00089940";"BTC 0,17898138"
"18/08/2020";"10:55:07";"Bitcoin";"Compra";"BTC 0,17988078";"BTC 0,17988078"
"18/08/2020";"10:55:07";"Real Brasileiro";"Compra";"-R$ 12.070,00";"R$ 0,00"
"18/08/2020";"10:47:31";"Real Brasileiro";"Depósito bancário";"R$ 12.070,00";"R$ 12.070,00"
"17/08/2020";"11:56:00";"XRP";"Taxa sobre compra - Executora";"-XRP 8,140058";"XRP 1.619,871570"
"17/08/2020";"11:56:00";"XRP";"Compra";"XRP 1.628,011628";"XRP 1.628,011628"
"17/08/2020";"11:56:00";"Real Brasileiro";"Compra";"-R$ 2.800,18";"R$ 0,00"
"17/08/2020";"11:12:26";"Real Brasileiro";"Depósito bancário";"R$ 2.800,00";"R$ 2.800,18"
"12/08/2020";"11:07:10";"Ethereum";"Retirada para carteira externa";"-ETH 1,32460731";"ETH 2,50451982"
"12/08/2020";"11:07:10";"Ethereum";"Taxa de mineração, baixa prioridade";"-ETH 0,01039269";"ETH 3,82912713"
"12/08/2020";"11:02:33";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00408524";"ETH 3,83951982"
"12/08/2020";"11:02:33";"Ethereum";"Compra";"ETH 0,81704898";"ETH 3,84360506"
"12/08/2020";"11:02:33";"Real Brasileiro";"Compra";"-R$ 1.749,98";"R$ 0,18"
"12/08/2020";"11:02:33";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00007061";"ETH 3,02655608"
"12/08/2020";"11:02:33";"Ethereum";"Compra";"ETH 0,01412283";"ETH 3,02662669"
"12/08/2020";"11:02:33";"Real Brasileiro";"Compra";"-R$ 30,22";"R$ 1.750,16"
"12/08/2020";"10:59:09";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00108205";"ETH 3,01250386"
"12/08/2020";"10:59:09";"Ethereum";"Compra";"ETH 0,21641048";"ETH 3,01358591"
"12/08/2020";"10:59:09";"Real Brasileiro";"Compra";"-R$ 462,51";"R$ 1.780,38"
"12/08/2020";"10:59:09";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00027601";"ETH 2,79717543"
"12/08/2020";"10:59:09";"Ethereum";"Compra";"ETH 0,05520200";"ETH 2,79745144"
"12/08/2020";"10:59:09";"Real Brasileiro";"Compra";"-R$ 117,97";"R$ 2.242,89"
"12/08/2020";"10:59:09";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00028715";"ETH 2,74224944"
"12/08/2020";"10:59:09";"Ethereum";"Compra";"ETH 0,05743023";"ETH 2,74253659"
"12/08/2020";"10:59:09";"Real Brasileiro";"Compra";"-R$ 122,67";"R$ 2.360,86"
"12/08/2020";"10:59:09";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00028456";"ETH 2,68510636"
"12/08/2020";"10:59:09";"Ethereum";"Compra";"ETH 0,05691132";"ETH 2,68539092"
"12/08/2020";"10:59:09";"Real Brasileiro";"Compra";"-R$ 121,51";"R$ 2.483,53"
"12/08/2020";"10:59:09";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00048659";"ETH 2,62847960"
